Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
昆,0,1,kūn,0,kʰwən,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
文,杰,1,wén,jié,wən,tɕjɛ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
现,0,1,xiàn,0,ɕjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
龙,0,1,lóng,0,luŋ,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
思,佳,1,sī,jiā,sɿ,tɕja,1.0,0.0,0.0,0.0,1.0,1.0,0.0
语,晴,0,yǔ,qíng,y,tɕʰiŋ,0.5,1.0,0.0,0.5,0.5,1.0,0.0
满,琳,0,mǎn,lín,man,lin,0.0,0.5,0.0,0.0,1.0,0.0,0.5
希,文,1,xī,wén,ɕi,wən,0.5,0.5,0.0,0.0,0.5,1.0,0.0
尚,宜,0,shàng,yí,ʂaŋ,i,0.5,0.5,0.0,0.0,0.5,1.0,0.0
佳,航,1,jiā,háng,tɕja,xaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
玉,良,1,yù,liáng,y,ljɑŋ,0.5,0.5,0.5,0.5,0.5,0.0,0.0
震,0,1,zhèn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
乃,娴,0,nǎi,xián,naj,ɕjɛn,0.5,0.0,0.0,0.0,1.0,0.5,0.0
高,0,1,gāo,0,kaw,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
凌,0,1,líng,0,liŋ,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
嘉,宝,0,jiā,bǎo,tɕja,paw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
少,华,1,shǎo,huá,ʂaw,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
贱,0,1,jiàn,0,tɕjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
天,佑,1,tiān,yòu,tʰjɛn,jəw,0.5,0.0,0.0,0.0,0.5,1.0,0.0
思,妤,0,sī,yú,sɿ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
安,安,0,ān,ān,an,an,0.0,0.0,0.0,0.0,0.0,0,0
湫,泓,0,qiū,hóng,tɕʰjəw,xuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
启,0,1,qǐ,0,tɕʰi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
伊,人,0,yī,rén,i,ʐən,0.5,0.5,0.0,0.0,0.5,1.0,0.0
宏,伟,1,hóng,wěi,xuŋ,wej,0.5,0.5,0.5,0.5,0.5,1.0,1.0
见,信,1,jiàn,xìn,tɕjɛn,ɕin,0.0,0.5,0.0,0.0,1.0,1.0,0.0
寒,凝,0,hán,níng,xan,niŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
昊,伦,1,hào,lún,xaw,lwən,0.5,0.0,0.0,0.0,1.0,0.5,0.5
索,0,1,suǒ,0,swo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
水,扁,1,shuǐ,biǎn,ʂwej,pjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.5
丹,婷,0,dān,tíng,tan,tʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
坤,0,1,kūn,0,kʰwən,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
玉,明,1,yù,míng,y,miŋ,0.5,1.0,0.0,0.5,0.5,0.0,1.0
峰,0,1,fēng,0,fəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
孟,达,1,mèng,dá,məŋ,ta,0.5,0.0,0.0,0.0,1.0,0.5,0.5
一,薇,0,yī,wēi,i,wej,1.0,0.5,0.0,0.0,0.0,0,0
嘉,明,1,jiā,míng,tɕja,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
芝,琳,0,zhī,lín,tʂʅ,lin,0.5,0.5,0.0,0.0,1.0,0.5,0.0
轶,琛,0,yì,chēn,i,tʂʰən,0.5,0.5,0.0,0.0,0.5,1.0,0.0
凡,0,1,fán,0,fan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
一,静,0,yī,jìng,i,tɕiŋ,0.5,1.0,0.0,0.0,0.5,1.0,0.0
永,会,1,yǒng,huì,yŋ,xwej,0.5,0.5,0.0,0.5,0.5,1.0,1.0
莆,越,0,pú,yuè,pʰu,ɥɛ,1.0,0.5,0.5,0.5,0.5,1.0,1.0
艺,兮,0,yì,xī,i,ɕi,1.0,1.0,0.0,0.0,0.5,1.0,0.0
晖,倪,0,huī,ní,xwej,ni,1.0,0.5,0.0,0.0,1.0,0.5,0.5
志,明,1,zhì,míng,tʂʅ,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
看,0,1,kàn,0,kʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
天,悦,1,tiān,yuè,tʰjɛn,ɥɛ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
保,田,1,bǎo,tián,paw,tʰjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.5
阳,阳,0,yáng,yáng,jɑŋ,jɑŋ,0.0,0.0,1.0,0.0,0.0,0,0
豪,0,1,háo,0,xaw,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
思,维,1,sī,wéi,sɿ,wej,1.0,0.0,0.0,0.0,0.5,1.0,0.0
恺,0,1,kǎi,0,kʰaj,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
君,0,1,jūn,0,tɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
琳,0,1,lín,0,lin,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
潮,0,1,cháo,0,tʂʰaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
雨,潼,1,yǔ,tóng,y,tʰuŋ,0.5,1.0,0.5,1.0,0.5,1.0,0.0
静,文,0,jìng,wén,tɕiŋ,wən,0.0,0.5,0.0,0.0,0.5,1.0,0.0
德,龙,1,dé,lóng,tɤ,luŋ,0.5,0.5,1.0,0.5,1.0,0.5,0.0
振,翔,1,zhèn,xiáng,tʂən,ɕjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
直,锟,1,zhí,kūn,tʂʅ,kʰwən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
刚,平,1,gāng,píng,kaŋ,pʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,1.0
士,奎,1,shì,kuí,ʂʅ,kʰwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
桂,秋,1,guì,qiū,kwej,tɕʰjəw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
旭,军,1,xù,jūn,ɕy,tɕyn,0.5,1.0,0.0,1.0,1.0,1.0,0.0
远,喜,1,yuǎn,xǐ,ɥan,ɕi,0.5,0.5,0.0,0.0,0.5,1.0,0.0
广,滋,1,guǎng,zī,kwaŋ,tsɿ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
兆,伟,1,zhào,wěi,tʂaw,wej,1.0,0.0,0.0,0.0,0.5,1.0,0.0
荣,培,1,róng,péi,ʐuŋ,pʰej,0.5,0.5,0.5,0.5,1.0,1.0,0.5
小,馨,0,xiǎo,xīn,ɕjaw,ɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
业,岸,1,yè,àn,jɛ,an,0.5,0.0,0.0,0.0,0.0,0,0
群,0,1,qún,0,tɕʰyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
吟,怡,1,yín,yí,in,i,0.5,1.0,0.0,0.0,0.0,0,0
鹤,文,1,hè,wén,xɤ,wən,0.5,0.0,0.5,0.0,0.5,1.0,1.0
明,培,1,míng,péi,miŋ,pʰej,0.5,0.5,0.0,0.0,1.0,0.5,1.0
进,良,1,jìn,liáng,tɕin,ljɑŋ,0.0,0.5,0.5,0.0,1.0,0.5,0.0
德,叶,1,dé,yè,tɤ,jɛ,1.0,0.0,0.5,0.0,0.5,1.0,0.0
子,军,1,zǐ,jūn,tsɿ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
占,琼,0,zhàn,qióng,tʂan,tɕʰyŋ,0.0,0.5,0.0,0.5,1.0,1.0,0.0
守,安,1,shǒu,ān,ʂow,an,0.5,0.0,0.5,0.5,0.5,1.0,0.0
沛,0,1,pèi,0,pʰej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
培,仁,1,péi,rén,pʰej,ʐən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
艺,峰,1,yì,fēng,i,fəŋ,0.5,0.5,0.0,0.0,0.5,1.0,1.0
开,义,1,kāi,yì,kʰaj,i,1.0,0.5,0.0,0.0,0.5,1.0,1.0
丹,婷,0,dān,tíng,tan,tʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
从,连,1,cóng,lián,tsʰuŋ,ljɛn,0.0,0.5,0.5,0.5,1.0,0.5,0.0
俊,芳,1,jùn,fāng,tɕyn,faŋ,0.0,0.5,0.0,0.5,1.0,1.0,0.5
思,军,1,sī,jūn,sɿ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
芮,婷,0,ruì,tíng,ʐwej,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
长,城,1,cháng,chéng,tʂʰaŋ,tʂʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
力,强,1,lì,qiáng,li,tɕʰjɑŋ,0.5,0.5,0.5,0.0,1.0,0.5,0.0
德,凯,1,dé,kǎi,tɤ,kʰaj,1.0,0.0,0.5,0.0,1.0,1.0,0.5
弘,凯,1,hóng,kǎi,xuŋ,kʰaj,0.5,0.5,0.5,0.5,1.0,1.0,1.0
雪,辰,0,xuě,chén,ɕɥɛ,tʂʰən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
叔,明,1,shū,míng,ʂu,miŋ,0.5,1.0,0.5,0.5,1.0,0.5,0.5
德,勇,1,dé,yǒng,tɤ,yŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
彦,军,1,yàn,jūn,jɛn,tɕyn,0.0,0.5,0.0,0.5,0.5,1.0,0.0
宏,欣,1,hóng,xīn,xuŋ,ɕin,0.0,1.0,0.5,0.5,1.0,1.0,0.5
树,琦,1,shù,qí,ʂu,tɕʰi,1.0,1.0,0.5,0.5,1.0,1.0,0.0
可,0,1,kě,0,kʰɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
帅,东,1,shuài,dōng,ʂwaj,tuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
传,立,1,chuán,lì,tʂʰwan,li,0.5,0.5,0.0,0.0,1.0,0.5,0.0
徽,章,1,huī,zhāng,xwej,tʂaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
宇,0,1,yǔ,0,y,0,1.0,1.0,0.0,1.0,0.0,0,0
海,真,1,hǎi,zhēn,xaj,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
嘉,宾,1,jiā,bīn,tɕja,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
连,军,1,lián,jūn,ljɛn,tɕyn,0.0,0.5,0.0,0.5,1.0,0.5,0.0
夏,0,1,xià,0,ɕja,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
梁,波,1,liáng,bō,ljɑŋ,po,0.5,0.0,1.0,0.5,1.0,0.5,0.5
子,哥,0,zǐ,gē,tsɿ,kɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
大,群,1,dà,qún,ta,tɕʰyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
海,军,1,hǎi,jūn,xaj,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.5
叶,曼,0,yè,màn,jɛ,man,0.5,0.0,0.0,0.0,0.5,0.0,1.0
馨,蕴,0,xīn,yùn,ɕin,yn,0.0,1.0,0.0,0.5,0.5,1.0,0.0
信,庸,1,xìn,yōng,ɕin,yŋ,0.0,1.0,0.0,0.5,0.5,1.0,0.0
加,国,1,jiā,guó,tɕja,kwo,1.0,0.0,0.5,0.5,1.0,1.0,0.5
西,建,1,xī,jiàn,ɕi,tɕjɛn,0.5,0.5,0.0,0.0,1.0,1.0,0.0
小,华,1,xiǎo,huá,ɕjaw,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
标,益,1,biāo,yì,pjaw,i,1.0,0.5,0.0,0.0,0.5,1.0,1.0
新,远,1,xīn,yuǎn,ɕin,ɥan,0.0,0.5,0.0,0.0,0.5,1.0,0.0
宝,0,1,bǎo,0,paw,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
润,喜,1,rùn,xǐ,ʐwən,ɕi,0.5,0.5,0.0,0.0,1.0,1.0,0.0
藻,华,1,zǎo,huá,tsaw,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
小,军,1,xiǎo,jūn,ɕjaw,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
子,剑,1,zǐ,jiàn,tsɿ,tɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
登,廷,1,dēng,tíng,təŋ,tʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
德,魏,1,dé,wèi,tɤ,wej,1.0,0.0,0.5,0.0,0.5,1.0,0.0
淑,娥,1,shū,é,ʂu,ɤ,1.0,0.5,1.0,0.5,0.5,1.0,0.0
延,震,1,yán,zhèn,jɛn,tʂən,0.0,0.0,0.0,0.0,0.5,1.0,0.0
子,美,0,zǐ,měi,tsɿ,mej,1.0,0.0,0.0,0.0,1.0,0.5,0.5
婷,婷,1,tíng,tíng,tʰiŋ,tʰiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
建,国,1,jiàn,guó,tɕjɛn,kwo,0.5,0.0,0.5,0.5,1.0,1.0,0.5
炳,0,1,bǐng,0,piŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
界,平,1,jiè,píng,tɕjɛ,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
爱,君,1,ài,jūn,aj,tɕyn,0.5,0.5,0.0,0.5,0.5,1.0,0.0
竣,文,1,jùn,wén,tɕyn,wən,0.0,0.5,0.0,0.5,0.5,1.0,0.0
顺,辉,1,shùn,huī,ʂwən,xwej,0.5,0.0,0.0,0.0,1.0,1.0,0.5
礼,文,1,lǐ,wén,li,wən,0.5,0.5,0.0,0.0,0.5,0.0,0.0
承,云,1,chéng,yún,tʂʰəŋ,yn,0.0,0.5,0.0,0.5,0.5,1.0,0.0
晓,宝,1,xiǎo,bǎo,ɕjaw,paw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
梦,婷,0,mèng,tíng,məŋ,tʰiŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
伊,汶,1,yī,wèn,i,wən,0.5,0.5,0.0,0.0,0.0,0,0
松,韵,0,sōng,yùn,suŋ,yn,0.0,1.0,0.5,1.0,0.5,1.0,0.0
俐,0,1,lì,0,li,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
岳,明,1,yuè,míng,ɥɛ,miŋ,0.5,0.5,0.0,0.0,0.5,0.0,1.0
志,森,1,zhì,sēn,tʂʅ,sən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
景,义,1,jǐng,yì,tɕiŋ,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
学,渔,1,xué,yú,ɕɥɛ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
景,鸿,1,jǐng,hóng,tɕiŋ,xuŋ,0.0,1.0,0.5,0.5,1.0,1.0,0.5
方,清,1,fāng,qīng,faŋ,tɕʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
景,志,1,jǐng,zhì,tɕiŋ,tʂʅ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
代,莉,0,dài,lì,taj,li,1.0,0.5,0.0,0.0,1.0,0.5,0.0
成,春,1,chéng,chūn,tʂʰəŋ,tʂʰwən,0.0,0.0,0.0,0.0,1.0,1.0,0.0
利,亚,0,lì,yà,li,ja,1.0,0.5,0.0,0.0,0.5,0.0,0.0
崇,福,1,chóng,fú,tʂʰuŋ,fu,0.5,1.0,1.0,1.0,1.0,1.0,0.5
晓,君,0,xiǎo,jūn,ɕjaw,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
祖,洽,1,zǔ,qià,tsu,tɕʰja,1.0,0.5,0.5,0.5,1.0,1.0,0.0
易,0,0,yì,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
广,臣,1,guǎng,chén,kwaŋ,tʂʰən,0.0,0.0,0.0,0.0,1.0,1.0,0.5
建,东,1,jiàn,dōng,tɕjɛn,tuŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
立,端,1,lì,duān,li,twan,0.5,0.5,0.0,0.0,1.0,0.5,0.0
松,呈,1,sōng,chéng,suŋ,tʂʰəŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
自,学,1,zì,xué,tsɿ,ɕɥɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
宏,博,1,hóng,bó,xuŋ,po,0.5,0.5,1.0,1.0,1.0,1.0,1.0
沁,0,0,qìn,0,tɕʰin,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
为,公,1,wéi,gōng,wej,kuŋ,0.5,0.5,0.5,0.5,0.5,1.0,1.0
杏,0,0,xìng,0,ɕiŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
省,勇,1,shěng,yǒng,ʂəŋ,yŋ,0.0,0.5,0.0,0.5,0.5,1.0,0.0
灏,儿,0,hào,ér,xaw,ər,0.5,0.0,0.0,0.0,0.5,1.0,1.0
光,旻,1,guāng,mín,kwaŋ,min,0.0,0.5,0.0,0.0,1.0,0.5,1.0
涛,萍,1,tāo,píng,tʰaw,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
妮,0,0,nī,0,ni,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
奕,格,0,yì,gé,i,kɤ,1.0,0.5,0.5,0.0,0.5,1.0,1.0
心,冉,0,xīn,rǎn,ɕin,ʐan,0.0,0.5,0.0,0.0,1.0,1.0,0.0
维,凯,1,wéi,kǎi,wej,kʰaj,1.0,0.0,0.0,0.0,0.5,1.0,1.0
耀,初,1,yào,chū,jaw,tʂʰu,1.0,0.5,0.5,0.5,0.5,1.0,0.0
达,模,1,dá,mó,ta,mo,1.0,0.0,0.5,0.5,1.0,0.5,0.5
日,兴,1,rì,xīng,ʐʅ,ɕiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
云,耕,1,yún,gēng,yn,kəŋ,0.0,0.5,0.0,0.5,0.5,1.0,1.0
菁,蓉,0,jīng,róng,tɕiŋ,ʐuŋ,0.0,1.0,0.5,0.5,1.0,1.0,0.0
树,槐,1,shù,huái,ʂu,xwaj,1.0,0.5,0.5,0.5,1.0,1.0,0.5
志,杰,1,zhì,jié,tʂʅ,tɕjɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
景,汉,1,jǐng,hàn,tɕiŋ,xan,0.0,0.5,0.0,0.0,1.0,1.0,0.5
广,全,1,guǎng,quán,kwaŋ,tɕʰɥan,0.0,0.0,0.0,0.0,1.0,1.0,0.5
恺,琳,0,kǎi,lín,kʰaj,lin,0.5,0.5,0.0,0.0,1.0,0.5,0.5
亚,婷,0,yà,tíng,ja,tʰiŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
雪,斌,1,xuě,bīn,ɕɥɛ,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
特,安,1,tè,ān,tʰɤ,an,0.5,0.0,0.5,0.0,0.5,1.0,0.0
弋,楠,0,yì,nán,i,nan,0.5,0.5,0.0,0.0,0.5,0.0,0.0
自,德,1,zì,dé,tsɿ,tɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.0
奕,菲,0,yì,fēi,i,fej,1.0,0.5,0.0,0.0,0.5,1.0,1.0
鹏,飞,1,péng,fēi,pʰəŋ,fej,0.5,0.0,0.0,0.0,1.0,1.0,1.0
恒,敏,0,héng,mǐn,xəŋ,min,0.0,0.5,0.0,0.0,1.0,0.5,1.0
纳,0,0,nà,0,na,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
淇,0,0,qí,0,tɕʰi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
克,英,1,kè,yīng,kʰɤ,iŋ,0.5,0.5,0.5,0.0,0.5,1.0,1.0
世,祥,1,shì,xiáng,ʂʅ,ɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
新,代,1,xīn,dài,ɕin,taj,0.5,0.5,0.0,0.0,1.0,1.0,0.0
彦,0,1,yàn,0,jɛn,0,0.0,0.0,0.0,0.0,0.0,0,0
敏,辉,1,mǐn,huī,min,xwej,0.5,0.5,0.0,0.0,1.0,0.5,1.0
登,良,1,dēng,liáng,təŋ,ljɑŋ,0.0,0.0,0.5,0.0,1.0,0.5,0.0
定,三,1,dìng,sān,tiŋ,san,0.0,0.5,0.0,0.0,1.0,1.0,0.0
子,贞,1,zǐ,zhēn,tsɿ,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
珀,森,1,pò,sēn,pʰo,sən,0.5,0.0,0.5,0.5,1.0,1.0,0.5
计,0,1,jì,0,tɕi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
方,友,1,fāng,yǒu,faŋ,jəw,0.5,0.0,0.0,0.0,0.5,1.0,1.0
雪,和,1,xuě,hé,ɕɥɛ,xɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
恩,友,1,ēn,yǒu,ən,jəw,0.5,0.0,0.0,0.0,0.0,0,0
政,达,1,zhèng,dá,tʂəŋ,ta,0.5,0.0,0.0,0.0,1.0,1.0,0.0
锦,夫,1,jǐn,fū,tɕin,fu,0.5,1.0,0.5,0.5,1.0,1.0,0.5
健,宏,1,jiàn,hóng,tɕjɛn,xuŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.5
欢,欢,0,huān,huān,xwan,xwan,0.0,0.0,0.0,0.0,1.0,1.0,1.0
旻,菲,0,mín,fēi,min,fej,0.5,0.5,0.0,0.0,1.0,0.5,1.0
智,贲,1,zhì,bēn,tʂʅ,pən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
治,贵,1,zhì,guì,tʂʅ,kwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
杞,姗,0,qǐ,shān,tɕʰi,ʂan,0.5,0.5,0.0,0.0,1.0,1.0,0.0
昊,明,0,hào,míng,xaw,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,1.0
劲,升,1,jìn,shēng,tɕin,ʂəŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
德,满,1,dé,mǎn,tɤ,man,0.5,0.0,0.5,0.0,1.0,0.5,0.5
崇,道,1,chóng,dào,tʂʰuŋ,taw,0.5,0.5,0.5,0.5,1.0,1.0,0.0
心,恬,0,xīn,tián,ɕin,tʰjɛn,0.0,0.5,0.0,0.0,1.0,1.0,0.0
永,达,1,yǒng,dá,yŋ,ta,0.5,0.5,0.0,0.5,0.5,1.0,0.0
方,成,1,fāng,chéng,faŋ,tʂʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
昌,元,1,chāng,yuán,tʂʰaŋ,ɥan,0.0,0.0,0.0,0.0,0.5,1.0,0.0
明,智,1,míng,zhì,miŋ,tʂʅ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
林,彬,1,lín,bīn,lin,pin,0.0,1.0,0.0,0.0,1.0,0.5,0.5
新,国,1,xīn,guó,ɕin,kwo,0.5,0.5,0.5,0.5,1.0,1.0,0.5
潮,海,1,cháo,hǎi,tʂʰaw,xaj,1.0,0.0,0.0,0.0,1.0,1.0,0.5
守,明,1,shǒu,míng,ʂow,miŋ,0.5,0.5,0.5,0.5,1.0,0.5,0.5
双,林,1,shuāng,lín,ʂwaŋ,lin,0.0,0.5,0.0,0.0,1.0,0.5,0.0
精,武,1,jīng,wǔ,tɕiŋ,u,0.5,1.0,0.5,0.5,0.5,1.0,0.0
国,征,1,guó,zhēng,kwo,tʂəŋ,0.5,0.0,0.5,0.5,1.0,1.0,0.5
高,官,1,gāo,guān,kaw,kwan,0.5,0.0,0.0,0.0,1.0,1.0,1.0
伟,敏,1,wěi,mǐn,wej,min,0.5,0.5,0.0,0.0,0.5,0.0,1.0
建,鹏,1,jiàn,péng,tɕjɛn,pʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
立,金,1,lì,jīn,li,tɕin,0.5,1.0,0.0,0.0,1.0,0.5,0.0
汉,洋,1,hàn,yáng,xan,jɑŋ,0.0,0.0,0.5,0.0,0.5,1.0,1.0
牧,霏,1,mù,fēi,mu,fej,1.0,0.5,0.5,0.5,1.0,0.5,1.0
国,范,1,guó,fàn,kwo,fan,0.5,0.0,0.5,0.5,1.0,1.0,1.0
弯,弯,0,wān,wān,wan,wan,0.0,0.0,0.0,0.0,0.0,0,0
紫,馨,0,zǐ,xīn,tsɿ,ɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
强,0,1,qiáng,0,tɕʰjɑŋ,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
昌,壁,1,chāng,bì,tʂʰaŋ,pi,0.5,0.5,0.0,0.0,1.0,1.0,0.5
昌,涛,1,chāng,tāo,tʂʰaŋ,tʰaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
璐,琪,0,lù,qí,lu,tɕʰi,1.0,1.0,0.5,0.5,1.0,0.5,0.0
家,熙,1,jiā,xī,tɕja,ɕi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
敬,伦,1,jìng,lún,tɕiŋ,lwən,0.0,0.5,0.0,0.0,1.0,0.5,0.0
克,成,1,kè,chéng,kʰɤ,tʂʰəŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
镇,一,1,zhèn,yī,tʂən,i,0.5,0.5,0.0,0.0,0.5,1.0,0.0
正,召,1,zhèng,zhào,tʂəŋ,tʂaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
召,燕,0,zhào,yàn,tʂaw,jɛn,0.5,0.0,0.0,0.0,0.5,1.0,0.0
修,延,1,xiū,yán,ɕjəw,jɛn,0.5,0.0,0.0,0.0,0.5,1.0,0.0
敏,尔,1,mǐn,ěr,min,ər,0.0,0.5,0.0,0.0,0.5,0.0,1.0
嘉,忆,0,jiā,yì,tɕja,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
宽,0,0,kuān,0,kʰwan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
永,钢,1,yǒng,gāng,yŋ,kaŋ,0.0,0.5,0.0,0.5,0.5,1.0,1.0
营,0,1,yíng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
莉,纳,0,lì,nà,li,na,1.0,0.5,0.0,0.0,1.0,0.0,0.0
广,生,1,guǎng,shēng,kwaŋ,ʂəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
吉,旺,1,jí,wàng,tɕi,waŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
海,珍,1,hǎi,zhēn,xaj,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
添,鑫,0,tiān,xīn,tʰjɛn,ɕin,0.0,0.5,0.0,0.0,1.0,1.0,0.0
荞,溪,0,qiáo,xī,tɕʰjaw,ɕi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
健,0,1,jiàn,0,tɕjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
景,国,1,jǐng,guó,tɕiŋ,kwo,0.5,0.5,0.5,0.5,1.0,1.0,0.5
立,亚,1,lì,yà,li,ja,1.0,0.5,0.0,0.0,0.5,0.0,0.0
